"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 12 21:39:43 GMT 2024","Thu Sep 12 21:39:53 GMT 2024","9222","tests","test_smoke","TestSmoke","","","test_register_while_checkout",""
"passed","Thu Sep 12 21:38:45 GMT 2024","Thu Sep 12 21:38:52 GMT 2024","6898","tests","test_smoke","TestSmoke","","","test_login",""
"passed","Thu Sep 12 21:38:54 GMT 2024","Thu Sep 12 21:38:55 GMT 2024","725","tests","test_smoke","TestSmoke","","","test_invalid_login",""
"passed","Thu Sep 12 21:39:54 GMT 2024","Thu Sep 12 21:40:03 GMT 2024","8253","tests","test_smoke","TestSmoke","","","test_register_before_checkout",""
"passed","Thu Sep 12 21:38:57 GMT 2024","Thu Sep 12 21:39:04 GMT 2024","7075","tests","test_smoke","TestSmoke","","","test_logout",""
"passed","Thu Sep 12 21:39:22 GMT 2024","Thu Sep 12 21:39:23 GMT 2024","995","tests","test_smoke","TestSmoke","","","test_verify_all_products_and_details",""
"passed","Thu Sep 12 21:39:31 GMT 2024","Thu Sep 12 21:39:31 GMT 2024","527","tests","test_smoke","TestSmoke","","","test_subscription_cart",""
"passed","Thu Sep 12 21:39:24 GMT 2024","Thu Sep 12 21:39:25 GMT 2024","1195","tests","test_smoke","TestSmoke","","","test_product_search",""
"passed","Thu Sep 12 21:39:27 GMT 2024","Thu Sep 12 21:39:29 GMT 2024","1787","tests","test_smoke","TestSmoke","","","test_subscription_homepage",""
"passed","Thu Sep 12 21:39:40 GMT 2024","Thu Sep 12 21:39:42 GMT 2024","1793","tests","test_smoke","TestSmoke","","","test_product_quantity",""
"passed","Thu Sep 12 21:39:15 GMT 2024","Thu Sep 12 21:39:17 GMT 2024","1952","tests","test_smoke","TestSmoke","","","test_contact_form",""
"passed","Thu Sep 12 21:38:36 GMT 2024","Thu Sep 12 21:38:43 GMT 2024","7023","tests","test_smoke","TestSmoke","","","test_signup",""
"passed","Thu Sep 12 21:39:33 GMT 2024","Thu Sep 12 21:39:38 GMT 2024","5133","tests","test_smoke","TestSmoke","","","test_adding_to_cart",""
"passed","Thu Sep 12 21:39:06 GMT 2024","Thu Sep 12 21:39:13 GMT 2024","7091","tests","test_smoke","TestSmoke","","","test_existing_email_registration",""
"passed","Thu Sep 12 21:39:19 GMT 2024","Thu Sep 12 21:39:19 GMT 2024","726","tests","test_smoke","TestSmoke","","","test_cases_page",""
